[2025-07-31 18:20:27] [INFO    ] discord.client: logging in using static token
[2025-07-31 18:20:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:58.328000+00:00', 'pinned': False, 'nonce': '4410832443356337075', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649477848563722', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:58] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"squeak","components":[],"nonce":"4410832443356337075","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'squeak', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:58.328000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649477848563722', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4410832443356337075'}
[2025-07-31 18:20:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:59.238000+00:00', 'pinned': False, 'nonce': '1400649480809742336', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649481665384549', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:59] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:59.394000+00:00', 'pinned': False, 'nonce': '16180038213702657626', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649482319958078', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '-# Squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:59] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":" -# Squeak","components":[],"nonce":"16180038213702657626","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': '-# Squeak', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:59.394000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649482319958078', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16180038213702657626'}
[2025-07-31 18:21:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:21:01.113000+00:00', 'pinned': False, 'nonce': '1400649489278042112', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649489529700402', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:21:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:21:01] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:21:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:21:02.751000+00:00', 'pinned': False, 'nonce': '1400649496194449408', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649496399974461', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!sqcount', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:21:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:21:02] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:21:02] [DEBUG   ] discord.client: Dispatching event command
[2025-07-31 18:21:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 24, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:21:02.934000+00:00', 'pinned': False, 'nonce': '17054297389312278688', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649497167532107', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You have squeaked 6 times!', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:21:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:21:03] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:21:03] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"You have squeaked 6 times!","components":[],"nonce":"17054297389312278688","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:21:03] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'You have squeaked 6 times!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:21:02.934000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649497167532107', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17054297389312278688'}
[2025-07-31 18:21:03] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-31 18:21:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 24.
[2025-07-31 18:21:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-31 18:21:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 24.
[2025-07-31 18:21:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-31 18:22:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 24.
[2025-07-31 18:22:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
